Date,Close,Open,High,Low,Volume
2023-01-01,98.53174253232083,100.0,101.3529719652878,98.17209400973209,547
2023-01-02,97.39559454608876,98.53174253232083,99.26140240416866,96.94583480136681,692
2023-01-03,97.32771276406298,97.39559454608876,99.46933266346899,95.8090433820538,116
2023-01-04,96.75773661608743,97.32771276406298,98.04011853693706,96.74366705954151,452
2023-01-05,97.49171372432163,96.75773661608743,97.69421963995481,95.02680102110355,709
2023-01-06,98.5600903177473,97.49171372432163,99.71749186300538,96.91845559727261,503
2023-01-07,99.82729902130438,98.5600903177473,101.21076758415477,97.78532028618112,917
2023-01-08,98.87128136642573,99.82729902130438,100.25704261414039,97.4378562541337,399
2023-01-09,99.52388646170051,98.87128136642573,100.4445100787955,97.74457353066164,802
2023-01-10,99.67642083492971,99.52388646170051,99.72501152670229,98.87397200251804,884
2023-01-11,100.61425674034825,99.67642083492971,101.00565169140839,99.36035584979436,386
2023-01-12,101.14300362184119,100.61425674034825,102.11648930838254,100.18686405169606,416
2023-01-13,98.89900757181152,101.14300362184119,102.74767558559014,98.20492396561657,348
2023-01-14,99.39606649961118,98.89900757181152,100.59811443458861,97.78027991431716,426
2023-01-15,98.76351871538861,99.39606649961118,100.09440681631463,98.51922287528203,763
2023-01-16,100.43023934887762,98.76351871538861,101.83251836449006,97.7395187672055,248
2023-01-17,101.48917044049968,100.43023934887762,101.81222665281422,99.49342692222179,719
2023-01-18,103.62600807465179,101.48917044049968,104.16686271993058,100.41645968922798,272
2023-01-19,104.53927761136767,103.62600807465179,105.55336151989827,103.44270435514315,590
2023-01-20,105.57784255491447,104.53927761136767,106.63453551560424,104.0038479438538,310
2023-01-21,105.68037382890402,105.57784255491447,106.02876413073702,104.49139602879687,101
2023-01-22,105.87803495408892,105.68037382890402,106.76911158361337,104.22991854307372,483
2023-01-23,105.60550158422733,105.87803495408892,106.77718840779053,105.19588508935706,932
2023-01-24,106.86507063499472,105.60550158422733,108.28977062444747,104.75115141478813,672
2023-01-25,106.45077035816715,106.86507063499472,107.04405441750791,106.24215224438484,538
2023-01-26,106.2170277622326,106.45077035816715,106.54261862271137,105.33446193752512,695
2023-01-27,105.4922100964922,106.2170277622326,107.76438329525247,105.2525505580518,361
2023-01-28,106.66123612150169,105.4922100964922,106.73751237027065,104.8727239572838,464
2023-01-29,107.40204587350806,106.66123612150169,108.05115808085579,105.7059828695375,478
2023-01-30,105.03139163356971,107.40204587350806,107.75314608129746,104.21733776450037,370
2023-01-31,104.19548345998655,105.03139163356971,106.04742595244493,103.53413044984026,653
2023-02-01,103.39358691210542,104.19548345998655,105.20297859130368,102.17234690737581,934
2023-02-02,102.31142502750389,103.39358691210542,104.71195027517302,102.24154611608029,989
2023-02-03,103.24546859019185,102.31142502750389,104.2810897566113,101.48023230230127,712
2023-02-04,104.05678511475843,103.24546859019185,104.27062043381183,102.52865340122123,388
2023-02-05,103.18535572916858,104.05678511475843,104.69868116702965,101.78848325546736,322
2023-02-06,102.42767154774506,103.18535572916858,104.00429547735916,100.97476804969044,363
2023-02-07,102.693422433751,102.42767154774506,104.08509618190539,101.70459630913655,975
2023-02-08,102.16814789245508,102.693422433751,102.76116983070337,102.16124636353719,926
2023-02-09,100.23376524899201,102.16814789245508,103.04691354239792,99.94737808497052,855
2023-02-10,101.03542327002123,100.23376524899201,101.22948894830331,98.95970492795699,458
2023-02-11,100.77055544159504,101.03542327002123,102.50748750562595,100.73507988280348,915
2023-02-12,101.59370024960744,100.77055544159504,103.18345209775386,100.36107722713696,966
2023-02-13,101.91851697928026,101.59370024960744,103.10363401909994,101.50856298654647,371
2023-02-14,101.47822205999888,101.91851697928026,102.56729881125166,101.4004044165394,749
2023-02-15,100.97798230519889,101.47822205999888,102.43934571329655,100.65274903116523,705
2023-02-16,100.84088020235566,100.97798230519889,101.47754354613278,99.73850989185675,570
2023-02-17,100.30526576080814,100.84088020235566,101.05387122537381,99.3855811184864,736
2023-02-18,100.45864962702764,100.30526576080814,100.93761783609206,100.23640811470533,888
2023-02-19,100.69685157181226,100.45864962702764,101.02222316093817,100.25899832207938,337
2023-02-20,100.82278541066843,100.69685157181226,101.70823804262037,100.13112061914993,209
2023-02-21,101.78912628223979,100.82278541066843,102.97764742102511,100.69678829784428,341
2023-02-22,102.10831133832716,101.78912628223979,102.64650661065629,99.80046958077007,930
2023-02-23,103.10787530431395,102.10831133832716,104.03586896768802,101.0618718671645,530
2023-02-24,102.31812138535355,103.10787530431395,104.82391441115638,102.10241478497099,382
2023-02-25,102.54823267757531,102.31812138535355,102.56387931139426,101.22236616317382,181
2023-02-26,102.02422925635071,102.54823267757531,102.68182578767416,101.00654032843968,148
2023-02-27,103.08277489536219,102.02422925635071,103.69638369560184,101.42702392877247,765
2023-02-28,103.75279284433743,103.08277489536219,105.0013149683922,102.47038152851415,532
2023-03-01,102.41071079386333,103.75279284433743,106.2413302982766,102.10453116537478,529
2023-03-02,101.09893087137908,102.41071079386333,103.54502844786843,101.08897413138435,317
2023-03-03,100.08889215368238,101.09893087137908,101.24715058685011,99.94463273997519,291
2023-03-04,100.20126797990194,100.08889215368238,100.74118071592103,97.76901237164043,816
2023-03-05,101.60431735662084,100.20126797990194,102.4425501222291,100.19823552690764,862
2023-03-06,102.43846245625261,101.60431735662084,102.63733876807056,101.18552941288839,261
2023-03-07,102.59307765318763,102.43846245625261,102.79017234414704,101.31449901981688,907
2023-03-08,101.6506544915701,102.59307765318763,103.53551615689042,101.01533336215824,338
2023-03-09,100.98859325777154,101.6506544915701,101.87000012361497,99.35295056233107,493
2023-03-10,101.39562962038049,100.98859325777154,102.80919277712522,100.74079562396285,998
2023-03-11,102.11240700168452,101.39562962038049,102.98990300631381,100.58181164462414,692
2023-03-12,101.98811971904345,102.11240700168452,102.95472846664936,101.42591493410426,241
2023-03-13,101.11865827662913,101.98811971904345,102.72647243625359,100.48465138585259,284
2023-03-14,101.3610220893739,101.11865827662913,102.2225920347784,99.93265543565332,290
2023-03-15,101.56541456885428,101.3610220893739,102.38875508537964,100.56103747992961,165
2023-03-16,103.82396828981803,101.56541456885428,103.96312441629449,101.22281207603628,626
2023-03-17,104.94057266292593,103.82396828981803,105.66775806842392,102.47713327707628,178
2023-03-18,107.08420677529051,104.94057266292593,107.7198534423556,104.25519288898397,479
2023-03-19,106.69440896936362,107.08420677529051,108.55376221284482,106.38712981987713,962
2023-03-20,106.22187722202794,106.69440896936362,107.44799142641654,105.2691448686673,802
2023-03-21,106.77647475287044,106.22187722202794,106.83071962927399,105.70417891315992,603
2023-03-22,105.45877806155556,106.77647475287044,106.86798452998127,104.42343968044281,522
2023-03-23,105.56684800459267,105.45877806155556,106.8533974898507,104.5804539795134,206
2023-03-24,105.76707222298207,105.56684800459267,106.2777983601475,105.04015950188551,827
2023-03-25,103.35442851836852,105.76707222298207,106.55772888052104,102.27014010586805,582
2023-03-26,102.62339314392365,103.35442851836852,105.32845170715223,102.2270738497502,990
2023-03-27,103.82374191608262,102.62339314392365,105.5030486781709,102.21699558449684,323
2023-03-28,104.71470769726002,103.82374191608262,105.7538393823337,101.2771280664516,835
2023-03-29,105.28413126873932,104.71470769726002,106.04695833495613,102.79927342852666,687
2023-03-30,105.77800117426045,105.28413126873932,106.78838086034163,104.42134731415005,156
2023-03-31,107.2575105689414,105.77800117426045,107.7223161477063,105.45230217210457,650
2023-04-01,108.19560397566065,107.2575105689414,108.60123498334109,105.36717605128923,501
2023-04-02,108.53258294065562,108.19560397566065,110.8076847923296,107.94224235391961,908
2023-04-03,107.98458224921744,108.53258294065562,108.94636613277797,107.70489420423837,767
2023-04-04,106.56687063220768,107.98458224921744,109.00485726735478,104.5750259134237,997
2023-04-05,106.89802163578472,106.56687063220768,107.81604195864621,106.07628519858368,153
2023-04-06,107.49730119790448,106.89802163578472,107.62096265721999,106.3006034466256,693
2023-04-07,107.20352499892641,107.49730119790448,108.30559355650558,106.2858714584497,341
2023-04-08,108.52782225185526,107.20352499892641,109.25723626218283,106.96570471754215,244
2023-04-09,108.77374042771875,108.52782225185526,108.88130233226558,107.46315878169513,300
2023-04-10,108.54964994713282,108.77374042771875,109.63487896369845,108.02195474892743,611
2023-04-11,108.2262090088713,108.54964994713282,108.7822413250584,107.99383883112623,719
2023-04-12,107.71887860008414,108.2262090088713,108.90530526555638,107.1773920787599,393
2023-04-13,106.3187086173352,107.71887860008414,107.8950103088769,104.34572081169027,295
2023-04-14,104.83032820602801,106.3187086173352,106.93053775219133,102.76252659313197,520
2023-04-15,105.42500772982352,104.83032820602801,106.40582841845372,103.94207952014565,915
2023-04-16,104.3272601181218,105.42500772982352,105.76866123776824,104.0635697009636,440
2023-04-17,106.28652930213818,104.3272601181218,106.29720443910847,103.72697070041177,671
2023-04-18,105.5919376363346,106.28652930213818,107.64185824662881,105.35764857082353,892
2023-04-19,104.32691156353413,105.5919376363346,106.6920344953582,103.8381419958724,881
2023-04-20,104.27041109414142,104.32691156353413,105.27002192248638,103.07307712957319,998
2023-04-21,104.31647234955201,104.27041109414142,105.17112936230662,103.13142459449037,758
2023-04-22,104.73645118234042,104.31647234955201,106.27390372634063,103.55099925933568,228
2023-04-23,103.8295563731755,104.73645118234042,105.7560815505688,103.68787678743547,928
2023-04-24,104.00925569265642,103.8295563731755,104.13616028112924,102.87263167506973,849
2023-04-25,102.13261623070326,104.00925569265642,105.29566756894121,101.30784709576521,960
2023-04-26,103.37107599026834,102.13261623070326,105.29850111577223,100.06279978188988,390
2023-04-27,103.6590181368481,103.37107599026834,103.85741931479005,103.23908688648285,576
2023-04-28,103.27252321004292,103.6590181368481,103.68706096704202,102.05326681021953,381
2023-04-29,102.92180185949668,103.27252321004292,105.69505246895346,102.83758789735072,391
2023-04-30,103.2735212728368,102.92180185949668,104.0411492479501,102.7148554235249,505
2023-05-01,101.90286077723326,103.2735212728368,104.59486868416741,101.82796266900122,915
2023-05-02,104.1242796781144,101.90286077723326,104.30519307916003,100.5013147745845,513
2023-05-03,102.99182394653604,104.1242796781144,104.13441810853669,102.29404332159758,100
2023-05-04,101.19564644375447,102.99182394653604,103.35736407739185,100.54347923847283,154
2023-05-05,101.35915191708871,101.19564644375447,101.59711381314587,100.6266792860251,404
2023-05-06,101.76979225285338,101.35915191708871,101.80112964858577,99.68452982351626,357
2023-05-07,100.92659416110972,101.76979225285338,101.96256198917503,100.89302637306986,685
2023-05-08,100.59837673691327,100.92659416110972,100.96270996038747,99.35407071378148,549
2023-05-09,99.93594908585942,100.59837673691327,102.78064810671547,99.86728352896564,345
2023-05-10,101.35686993749961,99.93594908585942,102.08755163560268,99.07124782522781,610
2023-05-11,103.22638749446897,101.35686993749961,103.32647594485137,101.31140543375194,596
2023-05-12,104.0101439900329,103.22638749446897,104.82299848616837,102.00466944142084,253
2023-05-13,103.21945239052066,104.0101439900329,104.9099505288543,102.18565383559176,638
2023-05-14,102.792317613805,103.21945239052066,103.82468591850389,102.5008136972675,791
2023-05-15,103.48484301695845,102.792317613805,104.52203031690671,101.21570672014147,330
2023-05-16,103.93292579585483,103.48484301695845,104.19176784239971,102.56894873086615,690
2023-05-17,103.37131616483242,103.93292579585483,105.79992328404076,103.2489968547051,266
2023-05-18,105.22278940623059,103.37131616483242,106.4717428080584,103.0690191383432,914
2023-05-19,106.42388553374367,105.22278940623059,108.19500434805924,104.34874837182257,155
2023-05-20,106.64653861954693,106.42388553374367,107.9973515302859,106.26726901398575,720
2023-05-21,106.87960106966435,106.64653861954693,107.85143999044692,105.28606306419314,944
2023-05-22,108.43891945147865,106.87960106966435,109.74341620655835,105.94655774077839,537
2023-05-23,109.21202248929394,108.43891945147865,110.09214358363333,108.1952587268367,739
2023-05-24,109.54056799479748,109.21202248929394,111.2666895013679,105.77766024155413,621
2023-05-25,108.57506236046777,109.54056799479748,109.93124600366667,107.87286195836674,206
2023-05-26,108.00177817795635,108.57506236046777,109.12867658439363,105.77861401617922,366
2023-05-27,107.23014837685547,108.00177817795635,108.0211421159091,105.29139331554765,840
2023-05-28,109.61267610096323,107.23014837685547,110.6466481998291,106.81218862749036,791
2023-05-29,108.73184303644433,109.61267610096323,110.19272580217407,108.14062752522307,812
2023-05-30,108.52335635586715,108.73184303644433,109.8397265497191,108.49694462983275,268
2023-05-31,109.61335751811257,108.52335635586715,110.01398684660248,106.88685029383754,568
2023-06-01,108.26720162123989,109.61335751811257,110.16722952918046,107.66024721253571,616
2023-06-02,109.22649679316068,108.26720162123989,111.04117677665305,108.01561765620373,760
2023-06-03,108.71193634604613,109.22649679316068,109.4825773300117,107.45521411553202,802
2023-06-04,109.05166874589082,108.71193634604613,109.38281717174809,106.8304094471421,270
2023-06-05,106.8131436116613,109.05166874589082,109.40895248318786,106.53303835555471,506
2023-06-06,106.6910100220958,106.8131436116613,107.20056750145024,106.61766012105205,714
2023-06-07,106.49458389375137,106.6910100220958,107.43057451600194,106.42642699517884,565
2023-06-08,106.10741085368188,106.49458389375137,107.86069211055434,104.52392952969217,687
2023-06-09,107.33304965899663,106.10741085368188,107.95341734373173,106.00556336786038,700
2023-06-10,106.51888341126424,107.33304965899663,107.49645669221111,105.6088507611954,347
