step,value_estimate,in_cooldown,forced_action
80,0.27825260162353516,False,False
160,0.7371600866317749,False,False
240,0.6100797653198242,False,False
320,-0.09368018805980682,False,False
400,-0.09368086606264114,False,False
480,0.6244437098503113,False,False
560,0.28936153650283813,False,False
640,-0.11682122945785522,False,False
720,-0.09368158876895905,False,False
800,0.44385048747062683,False,False
880,1.0136510133743286,False,False
960,-0.09368053078651428,False,False
1040,0.6424170732498169,False,False
1120,-0.09370885789394379,False,False
1200,-0.06613527238368988,False,False
1280,-0.16576212644577026,False,False
1360,0.19216279685497284,False,False
1440,-0.09371811896562576,False,False
1520,0.029211923480033875,False,False
1600,-0.17041325569152832,False,False
1680,0.727767825126648,False,False
1760,-0.2566758990287781,False,False
1840,-0.13897064328193665,False,False
1920,0.6811018586158752,False,False
2000,0.042549312114715576,False,False
2080,0.1114470511674881,False,False
2160,-0.2072068750858307,False,False
2240,0.03883148357272148,False,False
2320,0.1232999861240387,False,False
2400,-0.09372773766517639,False,False
2480,-0.212541863322258,False,False
2560,-0.09376391768455505,False,False
2640,-0.03096117079257965,False,False
2720,-0.25360023975372314,False,False
2800,0.5770370960235596,False,False
2880,-0.26389455795288086,False,False
2960,0.005821049213409424,False,False
3040,0.4717000126838684,False,False
3120,-0.1986827850341797,False,False
3200,-0.23886501789093018,False,False
3280,-0.19540570676326752,False,False
3360,-0.17187005281448364,False,False
3440,0.8962095379829407,False,False
3520,-0.09367969632148743,False,False
3600,-0.059708788990974426,False,False
3680,0.7176012992858887,False,False
3760,-0.14986437559127808,False,False
3840,-0.11189092695713043,False,False
3920,1.0439261198043823,False,False
4000,0.8024539947509766,False,False
4080,0.8686849474906921,False,False
4160,0.4943074584007263,False,False
4240,0.46591007709503174,False,False
4320,-0.09367920458316803,False,False
4400,-0.11490768194198608,False,False
4480,0.472610205411911,False,False
4560,-0.09367914497852325,False,False
4640,-0.09367908537387848,False,False
4720,-0.12764868140220642,False,False
4800,0.622627317905426,False,False
4880,-0.09367910772562027,False,False
4960,0.5619316101074219,False,False
5040,0.533953845500946,False,False
5120,-0.09367910772562027,False,False
5200,0.5186585187911987,False,False
5280,0.529166579246521,False,False
5360,-0.09367908537387848,False,False
5440,0.9559703469276428,False,False
5520,0.09636697173118591,False,False
5600,1.187961220741272,False,False
5680,-0.09367915242910385,False,False
5760,-0.09367915242910385,False,False
5840,-0.20040251314640045,False,False
5920,0.2083466649055481,False,False
6000,1.1446231603622437,False,False
6080,0.8202526569366455,False,False
6160,0.3980848789215088,False,False
6240,0.5303881168365479,False,False
6320,-0.09367910772562027,False,False
6400,0.632380485534668,False,False
6480,0.010374218225479126,False,False
6560,0.23118814826011658,False,False
6640,-0.14883561432361603,False,False
6720,0.2526136636734009,False,False
6800,-0.14715786278247833,False,False
6880,1.0523555278778076,False,False
6960,0.6654492616653442,False,False
7040,-0.06731906533241272,False,False
7120,0.13223542273044586,False,False
7200,0.8314465284347534,False,False
7280,0.8972494602203369,False,False
7360,0.7957914471626282,False,False
7440,0.7276077270507812,False,False
7520,0.3897121846675873,False,False
7600,-0.09367908537387848,False,False
7680,-0.09367908537387848,False,False
7760,-0.18612024188041687,False,False
7840,-0.09367911517620087,False,False
7920,0.41725844144821167,False,False
8000,-0.0936792865395546,False,False
8080,0.11430734395980835,False,False
8160,-0.09367910772562027,False,False
8240,0.6725618839263916,False,False
8320,-0.014315925538539886,False,False
8400,0.5443928837776184,False,False
8480,-0.23244625329971313,False,False
8560,0.14191994071006775,False,False
8640,-0.09367915242910385,False,False
8720,-0.09367915242910385,False,False
8800,1.0711404085159302,False,False
8880,-0.09367915242910385,False,False
8960,0.6801117062568665,False,False
9040,0.3520328402519226,False,False
9120,0.23435451090335846,False,False
9200,-0.0935862585902214,False,False
9280,0.2074878066778183,False,False
9360,-0.27382907271385193,False,False
9440,0.6399359703063965,False,False
9520,0.466291606426239,False,False
9600,-0.09367915242910385,False,False
9680,0.06185285747051239,False,False
9760,1.1068328619003296,False,False
9840,0.7214329242706299,False,False
9920,0.47705864906311035,False,False
10000,-0.09367915242910385,False,False
10080,-0.09367915242910385,False,False
10160,0.884715735912323,False,False
10240,0.5291112065315247,False,False
10320,0.04051189124584198,False,False
10400,-0.02070377767086029,False,False
10480,0.4934060275554657,False,False
10560,0.22119206190109253,False,False
10640,0.2930319309234619,False,False
10720,0.962022066116333,False,False
10800,-0.09367915242910385,False,False
10880,-0.10859993100166321,False,False
10960,0.9449256658554077,False,False
11040,0.4117514491081238,False,False
11120,0.4721459746360779,False,False
11200,1.240410327911377,False,False
11280,0.47540563344955444,False,False
11360,0.4585423469543457,False,False
11440,0.44713130593299866,False,False
11520,-0.09367915242910385,False,False
11600,0.5321298241615295,False,False
11680,0.5275007486343384,False,False
11760,1.0556299686431885,False,False
11840,0.45820069313049316,False,False
11920,-0.09948134422302246,False,False
12000,0.43566036224365234,False,False
12080,-0.09367915242910385,False,False
12160,-0.09367915242910385,False,False
12240,-0.09367915242910385,False,False
12320,0.0023643597960472107,False,False
12400,-0.11026247590780258,False,False
12480,0.2898590564727783,False,False
12560,-0.09516893327236176,False,False
12640,-0.2899515628814697,False,False
12720,-0.030753429979085922,False,False
12800,0.43712925910949707,False,False
12880,-0.17495843768119812,False,False
12960,0.4135046601295471,False,False
13040,0.8711752891540527,False,False
13120,0.5370415449142456,False,False
