step,action,entropy,logit_0,logit_1,action_prob,position
80,1,0.6931451559066772,-0.6911472678184509,-0.6951510310173035,0.49899905920028687,
160,1,0.6931434869766235,-0.6904193758964539,-0.6958824992179871,0.4986342191696167,
240,1,0.6931421756744385,-0.6899752616882324,-0.6963292956352234,0.49841147661209106,
320,1,0.6931405663490295,-0.6895236968994141,-0.6967838406562805,0.4981849789619446,
400,1,0.693140983581543,-0.6896430850028992,-0.6966635584831238,0.49824491143226624,
480,1,0.6931437253952026,-0.6904924511909485,-0.6958090662956238,0.4986708462238312,
560,1,0.6931419372558594,-0.6898987293243408,-0.6964061856269836,0.4983731508255005,
640,1,0.6931421756744385,-0.6899921298027039,-0.6963121891021729,0.49842000007629395,
720,1,0.693141520023346,-0.6897968053817749,-0.6965087652206421,0.4983220398426056,
800,1,0.6931408047676086,-0.689580500125885,-0.6967266201972961,0.4982134699821472,
880,1,0.6931411623954773,-0.6896693706512451,-0.6966372132301331,0.4982580542564392,
960,1,0.6931396722793579,-0.6892899870872498,-0.6970192790031433,0.4980676472187042,
1040,1,0.6931390762329102,-0.6891265511512756,-0.6971840858459473,0.4979856312274933,
1120,1,0.6931401491165161,-0.6894169449806213,-0.6968913078308105,0.4981314241886139,
1200,1,0.6931403279304504,-0.6894519329071045,-0.6968560814857483,0.49814897775650024,
1280,1,0.6931397318840027,-0.6892989277839661,-0.6970102787017822,0.49807217717170715,
1360,1,0.6931398510932922,-0.6893364191055298,-0.6969724297523499,0.4980909824371338,
1440,1,0.6931396722793579,-0.6892840266227722,-0.6970252990722656,0.49806469678878784,
1520,1,0.6931397914886475,-0.6892936825752258,-0.697015643119812,0.49806952476501465,
1600,1,0.693139910697937,-0.6893254518508911,-0.6969835758209229,0.49808549880981445,
1680,1,0.6931391954421997,-0.6891835331916809,-0.6971265077590942,0.4980142414569855,
1760,1,0.6931390762329102,-0.6891219615936279,-0.697188675403595,0.49798333644866943,
1840,1,0.6931389570236206,-0.6891095638275146,-0.697201132774353,0.4979771077632904,
1920,1,0.693139374256134,-0.6891878247261047,-0.6971223950386047,0.498016357421875,
2000,1,0.6931393146514893,-0.6891803741455078,-0.6971298456192017,0.49801263213157654,
2080,1,0.6931390762329102,-0.6891362071037292,-0.6971741914749146,0.49799051880836487,
2160,1,0.6931393146514893,-0.6892061233520508,-0.6971037983894348,0.4980255663394928,
2240,1,0.6931394338607788,-0.6892036199569702,-0.6971064805984497,0.4980242848396301,
2320,1,0.6931393146514893,-0.6891928315162659,-0.6971171498298645,0.49801895022392273,
2400,1,0.6931392550468445,-0.6891767978668213,-0.6971334218978882,0.4980108439922333,
2480,1,0.6931391954421997,-0.6891680359840393,-0.6971421241760254,0.4980064928531647,
2560,1,0.6931391358375549,-0.6891511678695679,-0.6971591711044312,0.4979979991912842,
2640,1,0.6931392550468445,-0.6891747713088989,-0.6971354484558105,0.4980098307132721,
2720,1,0.6931391358375549,-0.6891404986381531,-0.6971700191497803,0.4979926347732544,
2800,1,0.6931390762329102,-0.6891356110572815,-0.6971749067306519,0.4979901909828186,
2880,1,0.6931391954421997,-0.6891584992408752,-0.697151780128479,0.49800169467926025,
2960,1,0.6931391954421997,-0.6891644597053528,-0.6971457600593567,0.498004674911499,
3040,1,0.6931390762329102,-0.6891433000564575,-0.697167158126831,0.4979940354824066,
3120,1,0.6931391954421997,-0.6891547441482544,-0.6971555948257446,0.49799981713294983,
3200,1,0.6931392550468445,-0.6891618967056274,-0.6971484422683716,0.49800339341163635,
3280,1,0.6931391954421997,-0.6891600489616394,-0.6971503496170044,0.49800243973731995,
3360,1,0.6931390762329102,-0.6891373991966248,-0.6971731185913086,0.49799105525016785,
3440,1,0.6931390762329102,-0.6891252994537354,-0.697185218334198,0.49798503518104553,
3520,1,0.6931391358375549,-0.68914794921875,-0.6971624493598938,0.49799641966819763,
3600,1,0.6931391358375549,-0.6891467571258545,-0.6971637010574341,0.4979957640171051,
3680,1,0.6931391954421997,-0.6891429424285889,-0.6971675753593445,0.4979938566684723,
3760,1,0.6931390762329102,-0.689113438129425,-0.6971973180770874,0.4979790449142456,
3840,1,0.6931391954421997,-0.6891630291938782,-0.6971471905708313,0.4980039894580841,
3920,1,0.6931391954421997,-0.6891478896141052,-0.6971625089645386,0.49799636006355286,
