step,value_estimate,in_cooldown,forced_action
80,0.3562835454940796,False,False
160,0.5496106743812561,False,False
240,0.13636481761932373,False,False
320,-0.6933039426803589,False,False
400,-0.07098141312599182,False,False
480,1.0208244323730469,False,False
560,-0.689590334892273,False,False
640,-0.6891857385635376,False,False
720,0.059458017349243164,False,False
800,-0.6892989873886108,False,False
880,-0.6874096989631653,False,False
960,-0.6876803636550903,False,False
1040,0.3577727675437927,False,False
1120,0.47799384593963623,False,False
1200,1.004030466079712,False,False
1280,0.3680742084980011,False,False
1360,0.5570003986358643,False,False
1440,0.2515569031238556,False,False
1520,-0.6741603016853333,False,False
1600,0.6695521473884583,False,False
1680,0.38421744108200073,False,False
1760,-0.6696258187294006,False,False
1840,0.5052599906921387,False,False
1920,0.3290974497795105,False,False
2000,0.4682929515838623,False,False
2080,0.5807893872261047,False,False
2160,0.28267958760261536,False,False
2240,0.02429722249507904,False,False
2320,-0.626935601234436,False,False
2400,0.5208395719528198,False,False
2480,0.49744296073913574,False,False
2560,-0.6300287246704102,False,False
2640,0.4858852028846741,False,False
2720,0.5302005410194397,False,False
2800,0.3239220976829529,False,False
2880,-0.6875311732292175,False,False
2960,0.5864591598510742,False,False
3040,0.5101162195205688,False,False
3120,-0.6892329454421997,False,False
3200,0.6490150094032288,False,False
3280,0.5372482538223267,False,False
3360,-0.691636323928833,False,False
3440,0.5635894536972046,False,False
3520,-0.6921889781951904,False,False
3600,0.565298318862915,False,False
3680,0.5134792327880859,False,False
3760,0.6239218711853027,False,False
3840,-0.6931366920471191,False,False
3920,0.8576920032501221,False,False
4000,-0.6929897665977478,False,False
4080,0.8185954093933105,False,False
4160,-0.6935216188430786,False,False
4240,-0.6935489177703857,False,False
4320,0.8133360147476196,False,False
4400,-0.6938489079475403,False,False
4480,-0.693994402885437,False,False
4560,0.6335544586181641,False,False
4640,0.31765133142471313,False,False
4720,0.2836698293685913,False,False
4800,0.10524749755859375,False,False
4880,0.49743032455444336,False,False
4960,0.6040584444999695,False,False
5040,0.5080869197845459,False,False
5120,0.5745651721954346,False,False
5200,0.5332058072090149,False,False
5280,-0.03465421497821808,False,False
5360,0.8007487058639526,False,False
5440,0.33982738852500916,False,False
5520,0.6344980001449585,False,False
5600,-0.6948196291923523,False,False
5680,0.7024459838867188,False,False
5760,-0.05876399576663971,False,False
5840,-0.31844937801361084,False,False
5920,0.6391673684120178,False,False
6000,-0.24120432138442993,False,False
6080,0.8602769374847412,False,False
6160,0.6253178119659424,False,False
6240,0.5523685216903687,False,False
6320,0.023030996322631836,False,False
6400,-0.30346035957336426,False,False
6480,-0.27108678221702576,False,False
6560,-0.23939639329910278,False,False
6640,-0.20284931361675262,False,False
6720,0.5431621074676514,False,False
6800,-0.509334146976471,False,False
6880,0.14797750115394592,False,False
6960,-0.6949551105499268,False,False
7040,-0.23458349704742432,False,False
7120,0.6421713829040527,False,False
7200,-0.01779933273792267,False,False
7280,0.5977229475975037,False,False
7360,-0.6948179006576538,False,False
7440,0.4491026997566223,False,False
7520,0.7448245882987976,False,False
7600,0.41762495040893555,False,False
7680,0.13025984168052673,False,False
7760,0.3347644805908203,False,False
7840,0.8998454809188843,False,False
7920,0.6434060335159302,False,False
8000,0.5707235336303711,False,False
8080,0.551992654800415,False,False
8160,-0.690451979637146,False,False
8240,0.46310460567474365,False,False
8320,-0.6947363615036011,False,False
8400,0.4682838022708893,False,False
8480,0.4288860559463501,False,False
8560,0.07041490077972412,False,False
8640,-0.6948391199111938,False,False
8720,-0.6948212385177612,False,False
8800,-0.04460485279560089,False,False
8880,0.47205325961112976,False,False
8960,-0.6921802163124084,False,False
9040,0.08820832520723343,False,False
9120,-0.1221572756767273,False,False
9200,-0.08745995163917542,False,False
9280,0.23220528662204742,False,False
9360,0.6835354566574097,False,False
9440,0.5882092714309692,False,False
9520,-0.6947352886199951,False,False
9600,-0.6944985389709473,False,False
9680,-0.42630091309547424,False,False
9760,-0.6929401159286499,False,False
9840,0.612756609916687,False,False
9920,0.32737651467323303,False,False
10000,0.9302253127098083,False,False
10080,-0.6947131156921387,False,False
10160,0.011961951851844788,False,False
10240,-0.6947466731071472,False,False
10320,-0.69475257396698,False,False
10400,-0.759019672870636,False,False
10480,-0.6901179552078247,False,False
10560,-0.09070350229740143,False,False
10640,-0.6981248259544373,False,False
10720,-0.10602109134197235,False,False
10800,-0.6946907639503479,False,False
10880,-0.6947294473648071,False,False
10960,0.6931430101394653,False,False
11040,0.6390042304992676,False,False
11120,0.7552188634872437,False,False
11200,-0.052725374698638916,False,False
11280,0.7262744903564453,False,False
11360,0.5610476732254028,False,False
11440,-0.6924425363540649,False,False
11520,-0.6933128237724304,False,False
11600,-0.0016686022281646729,False,False
11680,-0.6947641968727112,False,False
11760,0.7910537123680115,False,False
11840,-0.6947658658027649,False,False
11920,-0.32114124298095703,False,False
12000,-0.2615630626678467,False,False
12080,-0.6948996186256409,False,False
12160,-0.6949259638786316,False,False
12240,-0.5387758016586304,False,False
12320,-0.6949397325515747,False,False
12400,-0.6949330568313599,False,False
12480,-0.05308835208415985,False,False
12560,-0.8215143084526062,False,False
