step,action,entropy,logit_0,logit_1,action_prob,position
80,1,0.6931436061859131,-0.6957988142967224,-0.6905024647712708,0.5013241171836853,
160,1,0.6931432485580444,-0.69595867395401,-0.6903436183929443,0.5014037489891052,
240,1,0.6931439638137817,-0.6956846117973328,-0.6906161904335022,0.5012670755386353,
320,1,0.6931465268135071,-0.6942962408065796,-0.6919994950294495,0.5005741715431213,
400,1,0.6931469440460205,-0.6939346194267273,-0.6923604011535645,0.5003935694694519,
480,1,0.6931463479995728,-0.6944360733032227,-0.6918599605560303,0.5006440281867981,
560,1,0.693146824836731,-0.6939935684204102,-0.6923016309738159,0.5004229545593262,
640,1,0.6931467652320862,-0.6940885782241821,-0.6922067999839783,0.5004703998565674,
720,1,0.6931467652320862,-0.6940711140632629,-0.6922240853309631,0.500461757183075,
800,1,0.6931468844413757,-0.6939205527305603,-0.6923744082450867,0.5003865361213684,
880,1,0.6931467652320862,-0.6940310001373291,-0.6922640204429626,0.5004417896270752,
960,1,0.6931469440460205,-0.6938178539276123,-0.6924769878387451,0.5003352165222168,
1040,1,0.6931470632553101,-0.693605899810791,-0.6926885843276978,0.5002293586730957,
1120,1,0.6931469440460205,-0.693816065788269,-0.6924786567687988,0.5003343820571899,
1200,1,0.693146824836731,-0.6939162611961365,-0.692378580570221,0.5003844499588013,
1280,1,0.6931470632553101,-0.6937355995178223,-0.6925590634346008,0.5002941489219666,
1360,1,0.6931469440460205,-0.693773090839386,-0.6925216317176819,0.500312864780426,
1440,1,0.6931470632553101,-0.6937148571014404,-0.6925799250602722,0.5002837181091309,
1520,1,0.6931470036506653,-0.693716824054718,-0.6925777792930603,0.5002847909927368,
1600,1,0.6931469440460205,-0.6937472820281982,-0.6925473809242249,0.5002999901771545,
1680,1,0.6931470632553101,-0.6936284899711609,-0.6926660537719727,0.5002406239509583,
1760,1,0.6931470632553101,-0.6935702562332153,-0.6927242279052734,0.5002115368843079,
1840,1,0.6931470632553101,-0.6935839653015137,-0.6927105188369751,0.500218391418457,
1920,1,0.6931470632553101,-0.6935914754867554,-0.692703127861023,0.5002220869064331,
2000,1,0.6931470632553101,-0.6936078071594238,-0.6926866769790649,0.5002303123474121,
2080,1,0.6931470632553101,-0.6935510039329529,-0.6927435994148254,0.5002018213272095,
2160,1,0.6931470632553101,-0.6935948133468628,-0.6926997900009155,0.5002237558364868,
2240,1,0.6931470632553101,-0.6935753226280212,-0.6927192211151123,0.5002140402793884,
2320,1,0.6931471824645996,-0.6935656070709229,-0.6927289962768555,0.5002091526985168,
2400,1,0.6931471228599548,-0.6935611367225647,-0.6927334666252136,0.5002068877220154,
2480,1,0.6931471228599548,-0.6935479640960693,-0.6927466988563538,0.5002002716064453,
2560,1,0.6931471228599548,-0.6935325264930725,-0.6927619576454163,0.5001926422119141,
2640,1,0.6931470632553101,-0.6935580372810364,-0.6927365064620972,0.500205397605896,
2720,1,0.6931471824645996,-0.6935393810272217,-0.6927552223205566,0.5001960396766663,
2800,1,0.6931471228599548,-0.6935376524925232,-0.6927569508552551,0.5001951456069946,
