step,date,price,buy_votes,hold_votes,vote_share_buy,ensemble_action_binary,action_label,exit_signal_fired,in_position_before
415,2026-04-14,196.50999450683594,2,0,1.0,1,BUY,0,1
416,2026-04-15,198.8699951171875,2,0,1.0,1,BUY,0,1
417,2026-04-16,198.35000610351562,2,0,1.0,1,BUY,0,1
418,2026-04-17,201.67999267578125,2,0,1.0,1,BUY,0,1
419,2026-04-20,202.05999755859375,2,0,1.0,1,BUY,0,1
420,2026-04-21,199.8800048828125,2,0,1.0,1,BUY,0,1
421,2026-04-22,202.5,2,0,1.0,1,BUY,0,1
422,2026-04-23,199.63999938964844,2,0,1.0,1,BUY,0,1
423,2026-04-24,208.27000427246094,2,0,1.0,1,BUY,0,1
424,2026-04-27,216.61000061035156,2,0,1.0,1,BUY,0,1
425,2026-04-28,213.1699981689453,2,0,1.0,1,BUY,0,1
426,2026-04-29,209.25,2,0,1.0,1,BUY,0,1
